         SEQ_ID,  PER(VLXT),  RNK(VLXT), PER(VSL2B), RNK(VSL2B),   PER(VL3),   RNK(VL3), PER(IUP_S), RNK(IUP_S), PER(IUP_L), RNK(IUP_L),  PER(PFIT),  RNK(PFIT),   PER(MDP),   RNK(MDP),       dCDF,        dCH,   len(seq)
         Q5SI32,      56.10,  0.5324883,      40.85,  0.4853881,      45.59,  0.4764975,       2.88,  0.2039888,       1.86,  0.2395144,      22.37,  0.3490824,      25.25,  0.3811599, -0.1318845, -0.1155604,   590
         Q5SI30,      24.55,  0.2865111,      21.36,  0.3869323,      15.00,  0.3224599,       4.55,  0.1705737,       0.00,  0.1462174,      16.36,  0.2692899,       8.64,  0.2099207,  0.1136970, -0.3269127,   220
         Q5SI29,      47.74,  0.4390466,       8.39,  0.3379240,       0.00,  0.2447212,       7.10,  0.2446188,       0.00,  0.2510517,      13.55,  0.2463802,       4.52,  0.2531702, -0.0397413, -0.2073214,   155
         Q5SI26,      32.63,  0.4248578,      16.84,  0.3307640,       0.00,  0.2267014,      10.53,  0.2215010,       6.32,  0.1949998,      25.26,  0.3502503,       0.00,  0.2537288, -0.0237311, -0.2720466,    95
         Q5SI21,      47.56,  0.4810773,      23.17,  0.3837918,      25.61,  0.3410915,       7.93,  0.2048726,       1.22,  0.2192423,      22.56,  0.3160155,      18.90,  0.3243486, -0.0815745, -0.1696507,   164
         Q5SI18,      38.12,  0.4208938,      34.98,  0.4128659,      26.91,  0.4214554,       5.83,  0.2085746,       0.00,  0.1994618,      16.59,  0.3169517,      12.11,  0.3300339, -0.0197731, -0.1744849,   223
         Q5SI14,      40.08,  0.4120278,      38.43,  0.4225571,      37.40,  0.3947229,       4.55,  0.1727053,       2.07,  0.1743184,      20.25,  0.2773389,      21.90,  0.3089453, -0.0109310, -0.2133049,   484
         Q5SI04,      31.37,  0.3521414,      18.16,  0.3152492,       5.19,  0.2043363,       4.95,  0.2203288,       5.66,  0.2516826,       5.19,  0.2101372,       1.65,  0.2249232,  0.0479125, -0.2208945,   424
         Q5SI02,      31.59,  0.3644646,      22.87,  0.3360379,      12.79,  0.2458344,       4.46,  0.1734769,       6.40,  0.1876905,       6.40,  0.2233953,       3.68,  0.2141777,  0.0340760, -0.2068909,   516
         Q5SI01,      31.60,  0.3766183,      10.10,  0.2962554,       3.58,  0.2560777,       0.65,  0.1202750,       0.00,  0.1127123,       8.79,  0.2091583,       0.33,  0.1858365,  0.0239510, -0.1795629,   307
         Q5SHY8,      34.33,  0.3924431,      43.78,  0.4446988,      44.01,  0.4346899,       1.84,  0.1404002,       0.69,  0.1603144,      11.75,  0.2883857,       2.76,  0.2377069,  0.0081158, -0.3156436,   434
         Q5SHY2,      27.11,  0.3163804,      25.00,  0.3748432,      19.28,  0.2906758,       3.31,  0.1696334,       0.60,  0.1720862,       7.83,  0.2456660,      10.54,  0.2615476,  0.0799594, -0.2555936,   332
         Q5SHY1,      55.24,  0.5272712,      60.00,  0.5865875,      72.38,  0.5801657,      15.24,  0.3481058,       7.62,  0.3579529,      33.33,  0.4498718,      20.00,  0.3782981, -0.1261622, -0.1392473,   105
         Q5SHY0,      67.01,  0.6034122,      28.87,  0.4483294,      68.04,  0.5194684,       6.19,  0.2001046,       0.00,  0.2330329,      14.95,  0.3607879,       5.67,  0.3076113, -0.2010616, -0.1884972,   194
         Q5SHW9,      33.70,  0.3430616,      27.72,  0.3884844,      36.96,  0.3954193,      13.59,  0.2309816,      11.96,  0.2368551,      19.57,  0.2901057,      12.50,  0.2482480,  0.0569927, -0.2071678,   184
         Q5SHW1,      32.15,  0.3932982,      15.11,  0.3487010,       8.36,  0.3076284,       3.54,  0.1999726,       0.00,  0.1989431,       6.75,  0.2138107,       0.96,  0.2257876,  0.0066107, -0.1565772,   311
         Q5SHS9,      14.71,  0.1496690,       9.28,  0.1875612,       4.52,  0.1442961,       0.90,  0.0556056,       0.00,  0.0297419,       6.79,  0.1690231,       1.36,  0.0986002,  0.2399960, -0.4736910,   442
         Q5SHS3,      27.49,  0.3250879,      12.32,  0.2823555,       0.00,  0.2001934,       3.79,  0.1391948,       0.00,  0.1203507,      13.74,  0.2404036,       2.84,  0.1845653,  0.0745577, -0.2902617,   211
         Q5SHS2,      65.23,  0.6141358,      61.72,  0.5803298,      72.66,  0.6152177,      26.56,  0.3371425,      37.50,  0.4302426,      42.58,  0.4746714,      41.41,  0.5086234, -0.2111715, -0.2650014,   256
         Q5SHL1,      58.51,  0.5520158,      45.74,  0.4812904,      50.00,  0.5209673,      14.89,  0.2909788,       9.57,  0.3064191,      36.17,  0.4246128,      28.72,  0.4293807, -0.1508532, -0.0957048,    94
         Q5SHL0,      43.36,  0.4238703,      30.83,  0.3910732,      32.96,  0.3862911,       7.14,  0.1810856,       5.01,  0.1875986,      12.91,  0.2795429,      19.92,  0.3082436, -0.0264504, -0.3535828,   798
         Q5SHK7,      45.58,  0.4473616,      37.80,  0.4321381,      36.46,  0.4180880,       1.34,  0.1779825,       0.80,  0.2009026,       3.22,  0.2882916,       0.00,  0.2577794, -0.0465094, -0.2995310,   373
         Q5SHJ7,      55.57,  0.4798996,      34.30,  0.3714246,      31.11,  0.3706166,       9.55,  0.2198568,       7.81,  0.2185119,      14.18,  0.2966632,      25.33,  0.3261622, -0.0844601, -0.3130824,   691
         Q5SHJ5,      37.13,  0.3695588,       8.42,  0.3058301,       0.00,  0.2005393,       1.98,  0.1655473,       0.99,  0.1901017,       5.45,  0.1903071,       0.99,  0.2035575,  0.0297030, -0.2268135,   404
         Q5SHI7,      27.63,  0.3274333,      27.24,  0.3712742,      27.63,  0.3186928,       3.50,  0.1903101,       0.00,  0.1841012,       9.73,  0.2306589,       0.78,  0.2172963,  0.0730188, -0.2829662,   257
         Q5SHI3,      21.82,  0.2943764,      20.91,  0.3274439,       0.00,  0.2796071,      14.55,  0.2326545,       0.00,  0.2195912,      21.82,  0.2953413,       9.09,  0.2282346,  0.1039244, -0.1875713,   110
         Q5SHI2,      50.40,  0.5611314,      52.00,  0.5760142,      46.40,  0.5459871,      47.20,  0.4176776,      38.40,  0.4408020,      51.20,  0.4953236,      49.60,  0.5061560, -0.1594574, -0.0543546,   125
         Q5SHI1,      44.65,  0.4547561,      45.91,  0.4764448,      57.23,  0.4878617,       5.03,  0.1620623,       0.63,  0.1947117,      23.27,  0.3460135,       0.00,  0.2723314, -0.0525594, -0.2410218,   159
         Q5SHF3,      46.90,  0.4811676,      30.97,  0.4091660,      31.86,  0.3975861,      10.62,  0.2213602,       2.65,  0.2139196,      27.43,  0.3618342,       4.42,  0.2812413, -0.0786821, -0.1172115,   113
         Q5SHF0,      37.10,  0.3856512,      19.89,  0.3445190,      15.59,  0.3277228,       2.69,  0.1731974,       0.00,  0.1696451,      11.83,  0.2886444,       0.00,  0.2269428,  0.0149899, -0.2313984,   186
         Q5SHE6,      35.90,  0.3863450,      44.44,  0.3750114,      20.51,  0.2082615,      19.66,  0.2049513,       7.69,  0.1483504,      41.03,  0.4308003,      19.66,  0.2575763,  0.0124947, -0.3931551,   117
         Q5SHD6,      28.57,  0.3418595,      11.90,  0.2873910,       0.00,  0.1472522,       6.35,  0.1787580,       0.00,  0.1757130,      13.49,  0.2295484,       1.59,  0.2022117,  0.0574887, -0.3259663,   126
         Q5SHC7,      31.25,  0.3588296,      36.25,  0.4342815,       0.00,  0.2330153,      20.00,  0.3810700,       1.25,  0.3685268,      35.00,  0.4039002,      13.75,  0.3244347,  0.0376176,  0.0037277,    80
         Q5SHB4,      55.07,  0.5083869,      12.17,  0.3131388,      12.46,  0.2491549,       2.32,  0.1562583,       0.29,  0.1745758,       6.38,  0.2468084,       2.32,  0.2331949, -0.1075908, -0.3194767,   345
         Q5SHB3,      71.08,  0.6264082,      51.92,  0.6129615,      48.43,  0.4669446,       1.22,  0.2422938,       4.18,  0.3045762,      47.56,  0.4758156,      36.93,  0.3770092, -0.2258253, -0.1050947,   574
         Q5SHB1,      39.39,  0.4258146,      23.74,  0.4408145,      21.21,  0.4300188,       9.60,  0.2658460,      10.10,  0.2968236,      14.65,  0.2844895,      11.11,  0.3573011, -0.0260251, -0.1262079,   198
         Q5SHA2,      39.14,  0.4014021,       4.89,  0.3221646,       1.53,  0.3090876,       2.45,  0.1950577,       0.92,  0.2030381,       7.34,  0.2254058,       1.83,  0.2245115,  0.0002074, -0.2138967,   327
         Q5SHA1,      61.48,  0.6047528,      24.44,  0.4234314,      28.15,  0.4763836,       4.44,  0.1889119,       0.74,  0.1883370,      25.93,  0.4189443,       2.96,  0.3040630, -0.2012945, -0.2160358,   135
         Q5SH94,      19.08,  0.2832296,      18.62,  0.3400826,       9.89,  0.2268067,       5.29,  0.1966918,       2.99,  0.2117236,      11.03,  0.2111009,       8.51,  0.2071381,  0.1142483, -0.1341800,   435
         Q5SH76,      25.45,  0.3465423,      13.18,  0.2956865,       0.00,  0.1811928,       2.27,  0.0929446,       0.00,  0.0633196,      10.91,  0.2430358,       0.45,  0.1735881,  0.0539244, -0.3099585,   220
         Q5SH37,      30.82,  0.3107147,      28.99,  0.3997498,      19.83,  0.2339416,       4.85,  0.2108669,       5.82,  0.2525471,       9.81,  0.2527249,       3.77,  0.2377672,  0.0857642, -0.1990002,   928
         Q5SH32,      47.38,  0.4753481,      48.00,  0.4669344,      43.38,  0.4786569,       2.77,  0.1871604,       1.85,  0.2273159,      17.23,  0.3240900,      19.38,  0.3599177, -0.0739498, -0.1149324,   325
         Q5SH30,      34.88,  0.3805644,      10.68,  0.3046401,       0.00,  0.1819513,       4.63,  0.2106687,       2.49,  0.2209915,       9.61,  0.2244949,       2.14,  0.2235600,  0.0189810, -0.1758353,   281
         Q5SH20,      36.81,  0.3948954,      41.10,  0.3843676,      34.36,  0.3714766,       7.98,  0.2111761,       0.00,  0.1519963,      15.95,  0.3038475,      13.50,  0.3029599,  0.0051904, -0.1631329,   163
         Q5SH16,      36.17,  0.3735729,      10.11,  0.3085851,       0.00,  0.2225781,       2.66,  0.1862336,       0.00,  0.2115452,       3.99,  0.1878175,       0.27,  0.2112925,  0.0258755, -0.1731512,   376
         Q5SH15,      35.36,  0.4101963,      30.04,  0.3511248,      22.05,  0.3323230,       3.04,  0.1709567,       0.00,  0.1710687,      15.59,  0.3031341,       2.28,  0.2344134, -0.0105692, -0.1188414,   263
         Q5SH13,      23.40,  0.3399083,       6.38,  0.3167748,       0.00,  0.1941127,       5.85,  0.2035692,       2.66,  0.2189075,      12.77,  0.2332431,       4.79,  0.2187338,  0.0603171, -0.2780248,   188
         Q5SH10,      40.31,  0.4417678,       9.85,  0.3207421,       3.08,  0.2535883,       7.38,  0.2180673,       2.46,  0.2399019,       8.92,  0.2214433,       2.46,  0.2403203, -0.0427190, -0.2011656,   325
         Q5SH04,      58.82,  0.5152793,      21.39,  0.4127621,       7.49,  0.3482134,      10.70,  0.2958235,       2.14,  0.3190939,      16.04,  0.3116880,       4.81,  0.3091078, -0.1143644, -0.1350791,   187
         Q5SH02,      50.61,  0.5020016,      33.90,  0.4327480,      32.93,  0.3810519,       3.39,  0.1969060,       0.73,  0.2358369,      20.34,  0.3284220,      10.41,  0.2826522, -0.1001654, -0.2034644,   413
         Q5SGW7,      56.82,  0.4978152,      38.64,  0.4298629,      43.94,  0.4128873,       3.79,  0.2343932,       1.52,  0.2622419,      12.88,  0.2983463,       3.79,  0.2871099, -0.0964165, -0.2007601,   264
         Q5SGV8,      40.87,  0.4635879,      41.71,  0.4532061,      42.04,  0.4432647,      13.90,  0.2821813,      12.56,  0.3282148,      11.22,  0.2859275,      26.47,  0.3760636, -0.0617784, -0.1685104,   597
         Q56425,      61.78,  0.5632632,      64.33,  0.5065251,      66.24,  0.5533651,      12.74,  0.3226992,       5.10,  0.3328960,      19.75,  0.3837988,       7.01,  0.3515304, -0.1618371, -0.0787626,   157
         Q56404,      36.61,  0.3865908,      25.10,  0.3549951,      11.09,  0.2559651,      10.88,  0.2516541,       7.32,  0.2745250,       5.65,  0.2171723,       2.72,  0.2474896,  0.0130857, -0.1581420,   478
         Q56236,      58.76,  0.5858570,      78.53,  0.6596816,      71.19,  0.6046728,      14.69,  0.3160067,      12.43,  0.3444217,      35.03,  0.4729803,      37.85,  0.4972701, -0.1841444, -0.0078443,   177
         Q53WG6,      34.40,  0.3674916,      16.80,  0.3637740,       1.20,  0.2645739,       5.60,  0.2183432,       4.00,  0.2258505,       9.20,  0.2362531,       1.60,  0.2352855,  0.0323425, -0.2377466,   250
         Q53WG5,      38.43,  0.3826793,      43.42,  0.4585179,      43.77,  0.4470803,       8.90,  0.2263267,       7.47,  0.2598909,      18.86,  0.3008932,      22.42,  0.3458982,  0.0173796, -0.2572887,   281
         Q53WF7,      26.07,  0.3379837,      34.96,  0.4271554,      30.37,  0.4084501,       7.45,  0.2225109,       5.73,  0.2058518,      16.05,  0.2597680,      19.20,  0.3102866,  0.0635649, -0.1848769,   349
         Q53WE5,      23.13,  0.3712047,      10.45,  0.2704024,       0.00,  0.1290776,       5.22,  0.1231985,       0.00,  0.0860137,      15.67,  0.2477753,       2.99,  0.1830991,  0.0324590, -0.2538449,   134
         Q53WB2,      17.27,  0.2428439,      14.09,  0.2965168,       4.55,  0.2441729,       1.36,  0.0738000,       0.00,  0.0593117,      14.09,  0.2489891,       0.45,  0.1535770,  0.1543789, -0.5171559,   220
         Q53WB1,      35.79,  0.4231464,      18.58,  0.3571872,      13.93,  0.2938041,       6.01,  0.2223058,       6.56,  0.2511298,      12.57,  0.2515228,       7.92,  0.2998495, -0.0226181, -0.2797539,   366
         Q53WA2,      28.51,  0.3649507,      22.13,  0.3980724,      26.81,  0.3943754,       2.98,  0.1918111,       0.00,  0.2158382,      12.77,  0.2941750,       1.28,  0.2441412,  0.0359553, -0.3336717,   235
         Q53WA0,      29.08,  0.3063049,      24.11,  0.3212076,      22.34,  0.2834108,       0.00,  0.1006231,       0.00,  0.0873751,      18.79,  0.2803322,       1.06,  0.1826406,  0.0890404, -0.3416016,   282
         Q53W97,      35.82,  0.4100305,      22.09,  0.3735242,      27.46,  0.3627844,       8.66,  0.1996803,       6.27,  0.2050969,       9.25,  0.2651370,       4.48,  0.2422449, -0.0102276, -0.2126793,   335
         Q53W96,      41.65,  0.4283917,      30.52,  0.4157098,      29.73,  0.3835001,      10.49,  0.2257606,      11.61,  0.2830137,      15.90,  0.2782635,      17.33,  0.3357732, -0.0277550, -0.2011169,   629
         Q53W90,      59.42,  0.5291716,      36.23,  0.4211759,      48.31,  0.4306611,       6.28,  0.1487609,       0.00,  0.1717145,      21.74,  0.3592598,       5.80,  0.2716804, -0.1288468, -0.3384109,   207
         Q53W75,      20.42,  0.2834521,       9.28,  0.2905295,       0.00,  0.2021706,       8.82,  0.1812639,       0.93,  0.1665201,       5.10,  0.1772920,       1.16,  0.1831763,  0.1157658, -0.1618397,   431
         Q53W34,      32.39,  0.3316194,      22.73,  0.3588578,       5.68,  0.2989163,      14.77,  0.2628522,       5.11,  0.2276084,      14.77,  0.2581029,       5.68,  0.2398402,  0.0663676, -0.1721385,   176
         Q53W31,      66.22,  0.5902910,      29.05,  0.4164125,      26.35,  0.4546151,       8.78,  0.2245101,       0.00,  0.2181444,      22.97,  0.3990344,       2.70,  0.3080654, -0.1914872, -0.2464769,   148
         Q53W21,      36.19,  0.3671678,      30.16,  0.4045552,      37.14,  0.4078268,       3.49,  0.1803561,       0.32,  0.1732017,      13.02,  0.2923244,       2.86,  0.2362675,  0.0335204, -0.2102800,   315
         Q53W05,      48.25,  0.4514966,      36.84,  0.4327166,      30.70,  0.4354992,       7.89,  0.2233772,       0.00,  0.1872075,      32.46,  0.4035829,      24.56,  0.3556467, -0.0518890, -0.1057181,   114
         Q53W00,      29.92,  0.3787870,       8.66,  0.2954326,       0.00,  0.2346221,      11.02,  0.1798890,       0.00,  0.1386829,      19.69,  0.2855433,       4.72,  0.2130557,  0.0210181, -0.2710359,   127
         Q53VY1,      42.03,  0.4382848,      27.69,  0.3910123,      19.12,  0.3420115,       4.98,  0.2491579,       8.57,  0.2854213,       7.37,  0.2332715,       2.39,  0.2661912, -0.0385004, -0.1387736,   502
         Q53VY0,      18.34,  0.3166142,      13.61,  0.3453117,       8.88,  0.2269646,       8.88,  0.2006409,       3.55,  0.1887165,      15.98,  0.2318963,       8.28,  0.2138633,  0.0858017, -0.0837033,   169
         Q53VX8,      34.95,  0.4494426,      20.43,  0.3973394,      18.28,  0.3760422,      14.52,  0.2694382,       9.68,  0.2862573,      18.28,  0.3000667,      16.67,  0.3464311, -0.0489886, -0.0846649,   186
         Q53VX1,      46.60,  0.4109079,      26.53,  0.3536516,      13.61,  0.2497693,       3.74,  0.1444329,       0.34,  0.1295168,      11.56,  0.2802581,       2.72,  0.2197946, -0.0104819, -0.1626549,   294
         Q53VV6,      32.98,  0.4327382,      12.77,  0.3516158,       0.00,  0.2617950,       8.51,  0.2120159,       0.00,  0.1580367,      28.72,  0.3491537,       5.32,  0.2505934, -0.0306404, -0.0671110,    94
         Q53VV5,      28.31,  0.3432790,      28.31,  0.3749030,      21.69,  0.3153746,       3.01,  0.1501192,       0.00,  0.1515602,      20.48,  0.2817031,       1.20,  0.2169276,  0.0576702, -0.1990448,   332
         Q53VV4,      23.71,  0.3716687,      28.87,  0.4122119,      27.84,  0.3429637,       5.15,  0.1771582,       0.00,  0.1711047,      11.34,  0.2732082,      14.43,  0.2913859,  0.0278043, -0.1305261,   194
         Q53VT5,      14.81,  0.2409007,      18.52,  0.3327353,      12.35,  0.2544962,       7.41,  0.2397800,       6.79,  0.2545713,      11.11,  0.2204668,       6.17,  0.2147423,  0.1579956, -0.0947873,   324
         P96077,      69.21,  0.5971492,      49.44,  0.5377867,      45.48,  0.5023009,       9.89,  0.3453693,      20.06,  0.3992615,      34.75,  0.4141219,      41.81,  0.4659984, -0.1968563, -0.0562727,   354
         P77527,      28.21,  0.4372345,      10.26,  0.2783416,       0.00,  0.1617913,       5.13,  0.0835128,       0.00,  0.0273590,      30.77,  0.3324639,       1.28,  0.1931520, -0.0377189, -0.3139087,    78
         P74903,      57.69,  0.5315531,      30.77,  0.4167553,      31.73,  0.3803521,       7.69,  0.2561597,       0.00,  0.2205813,      16.35,  0.3469047,       3.85,  0.2953257, -0.1300267, -0.1978298,   104
         P74902,      26.93,  0.3728656,       3.10,  0.3194694,       0.00,  0.2876737,       2.17,  0.1298591,       0.00,  0.1361811,       6.81,  0.2162728,       0.31,  0.1957747,  0.0274453, -0.2388524,   323
         P48515,      48.51,  0.4769526,      29.07,  0.4152198,      21.54,  0.3644803,       9.63,  0.2780221,      12.61,  0.3307346,      18.91,  0.3051442,      19.44,  0.3617590, -0.0771472, -0.1334485,   571
         P48514,      66.41,  0.5942937,      55.30,  0.5191222,      59.17,  0.5391852,       8.79,  0.3507096,      14.47,  0.3930048,      13.44,  0.3414262,       9.56,  0.3664262, -0.1945417, -0.0363604,   387
         P35872,      37.50,  0.4153425,      19.02,  0.3736017,       0.00,  0.3626617,       6.52,  0.2804354,       3.80,  0.2897206,      11.96,  0.2708501,       0.00,  0.2716585, -0.0144748, -0.1748368,   184
         P29749,      20.09,  0.2975098,      22.43,  0.3560851,      20.79,  0.2963460,      12.15,  0.2384374,       7.24,  0.2145145,      10.05,  0.2099756,      12.38,  0.2688115,  0.1008594, -0.1571202,   428
         P29748,      28.90,  0.2944822,      22.05,  0.3320074,      26.24,  0.2759763,       6.08,  0.2005802,       0.76,  0.1642882,      12.93,  0.2033092,       6.84,  0.1991111,  0.1004573, -0.0594706,   263
         O87880,      56.50,  0.5752375,      44.39,  0.5201549,      40.81,  0.5331708,      13.00,  0.2730942,      11.21,  0.3062764,      27.80,  0.3974243,      30.94,  0.4342264, -0.1753785, -0.1242600,   223
         Q9ZND5,      43.22,  0.4255461,      20.55,  0.3710172,      12.08,  0.2817260,       3.81,  0.2388633,       5.08,  0.2871095,      11.23,  0.2577445,       4.03,  0.2633801, -0.0262701, -0.1844816,   472
         Q9ZND4,      38.81,  0.4144043,      22.39,  0.3634521,      17.41,  0.3640238,      11.44,  0.2523808,       4.48,  0.2389781,      18.91,  0.3153108,       4.98,  0.2640878, -0.0140584, -0.1246528,   201
         Q9X9D5,      33.94,  0.3599750,       8.94,  0.3007856,       0.00,  0.2105076,       2.29,  0.1664440,       0.00,  0.1927927,       3.21,  0.1854818,       0.23,  0.2009132,  0.0408802, -0.1931671,   436
         Q9LCX4,      88.76,  0.7319553,     100.00,  0.7812511,     100.00,  0.7775227,      42.70,  0.3867955,      23.60,  0.3921474,      75.28,  0.6628926,      76.40,  0.6220942, -0.3338080, -0.0652137,    89
         Q9LCX3,      36.52,  0.4046985,      28.66,  0.4106846,      19.96,  0.3428002,       8.07,  0.2012852,       5.10,  0.2337796,      16.77,  0.2806156,       4.67,  0.2551772, -0.0047245, -0.2572154,   471
         Q9LCX2,      53.73,  0.5020549,      47.55,  0.4689848,      56.72,  0.5039188,       4.69,  0.2301496,       6.40,  0.2887663,       8.96,  0.3036098,      23.24,  0.3829142, -0.1026156, -0.1674406,   469
         Q8RR57,      45.83,  0.4591498,      30.56,  0.4444941,      50.69,  0.4537901,       9.72,  0.2260167,       0.00,  0.2288392,      26.39,  0.3665981,      25.00,  0.3631481, -0.0579380,  0.0149978,   144
         Q8RQE9,      49.42,  0.4711989,      25.56,  0.3927647,      31.10,  0.3876582,       3.66,  0.2593339,       4.20,  0.2936046,       9.47,  0.2472362,      14.83,  0.3419660, -0.0695210, -0.1447440,  1119
         Q8RQE8,      43.37,  0.4383399,      22.05,  0.3745915,      26.44,  0.3675660,       3.94,  0.2150643,       3.87,  0.2598651,       7.94,  0.2392615,       8.53,  0.3157815, -0.0377088, -0.1600654,  1524
         Q7SIB9,      32.94,  0.3486375,       9.52,  0.2954831,       0.00,  0.1830510,       2.38,  0.1634921,       0.00,  0.1597255,       4.37,  0.1924728,       0.40,  0.1933018,  0.0495522, -0.2869482,   252
         Q60019,       8.49,  0.1172318,       9.32,  0.1598901,       0.00,  0.1456316,       1.64,  0.0340948,       0.27,  0.0117258,       6.58,  0.1569691,       1.37,  0.0799853,  0.2698522, -0.5133688,   365
         Q5SMH8,      55.86,  0.5104632,      29.38,  0.4212183,      32.69,  0.4195681,       4.69,  0.2553124,       8.83,  0.3039577,       9.52,  0.2898019,      16.41,  0.3667200, -0.1112230, -0.1857043,   725
         Q5SMH7,      37.37,  0.3871095,       7.34,  0.3138877,       5.62,  0.2654132,       2.81,  0.1795685,       0.00,  0.2067386,       4.32,  0.2060197,       1.30,  0.2155541,  0.0129996, -0.2546137,   463
         Q5SMH2,      31.35,  0.3438157,      25.40,  0.4025308,      20.37,  0.3113933,       9.38,  0.2345528,       5.95,  0.2679579,      13.73,  0.2566505,      20.59,  0.3028170,  0.0545756, -0.2177480,   437
         Q5SME9,      40.86,  0.4286356,      13.12,  0.3265722,       6.24,  0.2859026,       4.52,  0.2195144,       3.01,  0.2364496,       7.96,  0.2430582,       1.51,  0.2423718, -0.0288810, -0.1777865,   465
         Q5SME7,      22.48,  0.2983439,      12.79,  0.2929440,       0.00,  0.1870351,       1.55,  0.1617364,       0.39,  0.1691567,      10.47,  0.2022803,       0.00,  0.1874103,  0.1026806, -0.2017083,   258
         Q5SME3,      20.27,  0.2617373,      25.00,  0.3898266,      18.92,  0.2750911,       6.08,  0.1728054,       0.00,  0.1622079,      16.22,  0.2741935,      13.51,  0.2559770,  0.1358777, -0.1955115,   148
         Q5SME1,      44.08,  0.4544084,      23.70,  0.3724366,      20.62,  0.3219111,       6.64,  0.2355934,       8.06,  0.2651891,      14.22,  0.2861896,      15.40,  0.3226215, -0.0538782, -0.1811090,   422
         Q5SMD7,      23.25,  0.2876704,       9.27,  0.2982518,       3.58,  0.2036751,       2.28,  0.1622575,       0.33,  0.1777565,       4.39,  0.1743935,       0.49,  0.1833883,  0.1108646, -0.2296016,   615
         Q5SMC8,      45.59,  0.4573972,      25.88,  0.3808008,      36.76,  0.3944413,       7.06,  0.2619864,       6.47,  0.3051201,       7.94,  0.2531191,       4.12,  0.2764038, -0.0558750, -0.1902850,   340
         Q5SMC1,      13.04,  0.2321884,       9.42,  0.2772467,       4.83,  0.1845375,       5.80,  0.1645024,       3.38,  0.1560699,       8.45,  0.1922937,       2.90,  0.1703835,  0.1642690, -0.1942391,   414
         Q5SMA0,      16.00,  0.1926544,       5.33,  0.2026436,       0.00,  0.1518163,       1.33,  0.0331813,       0.00,  0.0150989,      13.33,  0.2213991,       1.33,  0.1108296,  0.2010759, -0.4653073,   150
         Q5SM89,      28.86,  0.3220859,      14.77,  0.3268370,       1.34,  0.2135968,       4.70,  0.1306060,       0.00,  0.1043789,      17.45,  0.2776077,       2.01,  0.1935859,  0.0801050, -0.2516096,   149
         Q5SM81,      38.89,  0.3845144,      13.89,  0.3086228,      15.83,  0.2706527,       2.50,  0.1388755,       0.00,  0.1486976,       8.33,  0.2342089,       2.78,  0.2024866,  0.0167148, -0.2671154,   360
         Q5SM80,      33.43,  0.4200344,      33.29,  0.4573015,      44.38,  0.4857780,       4.84,  0.1777489,       3.84,  0.2174428,       7.97,  0.2617328,      14.37,  0.3366731, -0.0192788, -0.2221175,   703
         Q5SM69,      59.28,  0.5450370,      56.02,  0.5777189,      61.81,  0.5926358,      16.87,  0.2998850,      18.43,  0.3645999,      26.27,  0.3685772,      41.20,  0.4580756, -0.1450406, -0.0647083,   830
         Q5SM60,      32.47,  0.3633451,      18.82,  0.3622051,      18.08,  0.3303897,       4.06,  0.1613927,       0.00,  0.1642503,      10.33,  0.2308355,       5.54,  0.2136715,  0.0360747, -0.2467226,   271
         Q5SM43,      41.08,  0.4142585,      22.41,  0.3856700,      28.63,  0.3714458,       3.94,  0.2304178,       2.70,  0.2413933,       6.22,  0.2384611,       1.66,  0.2517001, -0.0142988, -0.2670016,   482
         Q5SM37,      19.55,  0.3199370,       7.27,  0.3171859,       0.00,  0.2444753,       3.18,  0.1910050,       0.00,  0.2029888,      11.82,  0.2302893,       1.82,  0.2102343,  0.0816516, -0.2872129,   220
         Q5SM31,      45.00,  0.4622035,      31.82,  0.3942954,      21.82,  0.3820646,       6.36,  0.2104300,       7.27,  0.2488134,      16.36,  0.3038211,      15.91,  0.3336049, -0.0608484, -0.1499088,   220
         Q5SM19,      24.68,  0.3571496,       5.19,  0.2856629,       0.00,  0.1785943,       2.92,  0.1543049,       0.00,  0.1646350,       6.49,  0.1797824,       0.32,  0.1902559,  0.0445737, -0.2197102,   308
         Q5SM13,      32.60,  0.3531491,      16.57,  0.3105017,      11.05,  0.2339428,       9.94,  0.2110232,       1.66,  0.1933587,      16.57,  0.2394166,       4.97,  0.2179083,  0.0439746, -0.1909689,   181
         Q5SM03,      33.65,  0.4010739,       4.71,  0.2969967,       0.00,  0.1938570,       3.53,  0.1898103,       0.71,  0.2200145,       5.65,  0.2107709,       1.65,  0.2197777, -0.0010810, -0.2516509,   425
         Q5SM01,      48.41,  0.4878777,      41.80,  0.4694339,      41.80,  0.4139630,       7.41,  0.3052515,      13.23,  0.3626730,      16.14,  0.3408615,      32.54,  0.3966768, -0.0869558, -0.0690134,   378
         Q5SLY2,      31.44,  0.3450364,      20.96,  0.3267851,      16.63,  0.2832281,       5.69,  0.2047794,       3.42,  0.2186208,       5.92,  0.2070671,       9.91,  0.2642526,  0.0532482, -0.1153976,   878
         Q5SLX1,       1.15,  0.0737517,       1.53,  0.1483922,       0.00,  0.1144813,       0.77,  0.0205781,       0.00,  0.0060958,       4.98,  0.1352634,       0.38,  0.0640136,  0.3163556, -0.5509018,   261
